time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa10_exact,enrolments_pa10_exact_percent,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201516,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Pupil Referral Unit,1,168,36350,13173,5509,7664,36.2,15.2,21.1,139,82.7,1598,416,0,51,0,15,.,847,2582,5509,68,178,7164,254,7664,13173
six half terms,201516,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Pupil Referral Unit,1,86,20461,6829,4478,2351,33.4,21.9,11.5,70,81.4,954,117,0,503,0,16,.,231,2657,4478,0,256,2095,0,2351,6829
six half terms,201516,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Pupil Referral Unit,6,392,78049,20993,10723,10270,26.9,13.7,13.2,274,69.9,2991,602,16,629,24,75,.,1901,4485,10723,145,269,8709,1147,10270,20993
six half terms,201516,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Pupil Referral Unit,7,1015,209736,86879,54024,32855,41.4,25.8,15.7,840,82.8,9620,2075,5,121,0,148,.,884,41171,54024,194,679,31917,65,32855,86879
six half terms,201516,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Pupil Referral Unit,2,155,38894,5398,1843,3555,13.9,4.7,9.1,69,44.5,1093,153,0,22,0,28,.,319,228,1843,60,440,2972,83,3555,5398
six half terms,201516,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Pupil Referral Unit,10,1155,240557,78444,45220,33224,32.6,18.8,13.8,851,73.7,10709,2090,69,549,88,251,.,4846,26618,45220,193,618,32175,238,33224,78444
six half terms,201516,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Pupil Referral Unit,2,421,79905,25135,10994,14141,31.5,13.8,17.7,266,63.2,3238,1499,70,21,1,52,.,381,5732,10994,172,4,11246,2719,14141,25135
six half terms,201516,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Pupil Referral Unit,1,431,97244,41137,24367,16770,42.3,25.1,17.2,350,81.2,3105,518,2,0,108,94,.,265,20275,24367,339,919,15512,0,16770,41137
six half terms,201516,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Pupil Referral Unit,6,1221,119449,42081,25805,16276,35.2,21.6,13.6,992,81.2,3894,692,34,2,0,122,.,1142,19713,25599,387,2566,12976,38,15967,41566
six half terms,201516,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Pupil Referral Unit,1,207,43973,7582,5851,1731,17.2,13.3,3.9,90,43.5,2454,290,2,0,68,35,.,4,2998,5851,94,23,1614,0,1731,7582
six half terms,201516,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Pupil Referral Unit,2,106,22342,8461,5514,2947,37.9,24.7,13.2,70,66,840,54,0,33,0,0,.,284,4303,5514,12,260,2675,0,2947,8461
six half terms,201516,local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Pupil Referral Unit,2,93,17681,3726,1873,1853,21.1,10.6,10.5,51,54.8,746,112,0,25,0,10,.,183,797,1873,20,99,1730,4,1853,3726
six half terms,201516,local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Pupil Referral Unit,2,102,12632,4920,3352,1568,38.9,26.5,12.4,79,77.5,1148,122,0,206,0,0,.,106,1770,3352,28,200,1334,6,1568,4920
six half terms,201516,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Pupil Referral Unit,7,506,85544,14073,7863,6210,16.5,9.2,7.3,300,59.3,4051,696,0,253,0,276,.,1429,1158,7863,81,105,6024,0,6210,14073
six half terms,201516,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Pupil Referral Unit,3,291,42696,11439,5259,6180,26.8,12.3,14.5,149,51.2,2181,264,6,20,0,37,.,676,2075,5259,21,288,5871,0,6180,11439
six half terms,201516,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Pupil Referral Unit,5,696,98543,44529,31864,12665,45.2,32.3,12.9,567,81.5,4342,553,8,413,4,106,.,1709,24729,31864,90,582,11924,69,12665,44529
six half terms,201516,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Pupil Referral Unit,8,548,124738,49891,33612,16279,40,26.9,13.1,468,85.4,5845,898,8,1637,306,277,.,2168,22473,33612,108,379,15744,48,16279,49891
six half terms,201516,local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Pupil Referral Unit,1,90,19119,6396,3542,2854,33.5,18.5,14.9,66,73.3,1418,100,0,1,0,2,.,277,1744,3542,40,429,2375,10,2854,6396
six half terms,201516,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Pupil Referral Unit,2,424,85050,24959,9520,15439,29.3,11.2,18.2,284,67,3847,904,0,7,0,37,.,1017,3708,9520,150,269,15020,0,15439,24959
six half terms,201516,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Pupil Referral Unit,2,618,141757,36024,16950,19074,25.4,12,13.5,441,71.4,4276,904,31,267,14,85,.,3125,8248,16950,149,30,18830,65,19074,36024
six half terms,201516,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Pupil Referral Unit,2,342,63502,10364,9587,777,16.3,15.1,1.2,177,51.8,734,663,0,30,0,14,.,0,83,1524,19,16,228,0,263,1787
six half terms,201516,local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Pupil Referral Unit,1,62,11731,1516,652,864,12.9,5.6,7.4,29,46.8,335,143,0,0,0,20,.,98,56,652,16,13,791,44,864,1516
six half terms,201516,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Pupil Referral Unit,1,194,30031,10095,6334,3761,33.6,21.1,12.5,120,61.9,1031,296,6,1111,70,18,.,213,3589,6334,46,0,3713,2,3761,10095
six half terms,201516,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Pupil Referral Unit,4,378,72990,32687,27010,5677,44.8,37,7.8,312,82.5,3581,679,0,450,7,123,.,421,21749,27010,38,254,5352,33,5677,32687
six half terms,201516,local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Pupil Referral Unit,14,500,119336,38507,26802,11705,32.3,22.5,9.8,363,72.6,8179,746,0,272,0,197,.,1264,16144,26802,14,530,11037,124,11705,38507
six half terms,201516,local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Pupil Referral Unit,10,468,69996,21435,14370,7065,30.6,20.5,10.1,312,66.7,3132,654,9,418,0,122,.,1350,8685,14370,105,334,6615,11,7065,21435
six half terms,201516,local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Pupil Referral Unit,2,496,105576,36835,17071,19764,34.9,16.2,18.7,392,79,4356,1037,6,13,0,42,.,623,10994,17071,74,37,19652,1,19764,36835
six half terms,201415,national,E92000001,England,,,,,,Pupil Referral Unit,363,37725,7014384,2212399,1280964,931435,31.5,18.3,13.3,26625,70.6,301304,54156,648,21684,1556,5804,.,80940,787967,1254059,9280,38396,838492,30338,916506,2170565
six half terms,201415,regional,E92000001,England,E12000001,North East,,,,Pupil Referral Unit,17,1765,390789,105610,58742,46868,27,15,12,1135,64.3,15145,2771,0,303,1,508,.,3641,36373,58742,234,954,44157,1523,46868,105610
six half terms,201415,regional,E92000001,England,E12000002,North West,,,,Pupil Referral Unit,57,6090,1187540,390773,206845,183928,32.9,17.4,15.5,4410,72.4,51656,9727,71,2145,44,954,.,15423,110819,190839,1408,7899,154953,6433,170693,361532
six half terms,201415,regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Pupil Referral Unit,41,3205,622864,165422,76791,88631,26.6,12.3,14.2,2070,64.5,27031,4478,95,1398,27,617,.,5796,37349,76791,1372,1216,78505,7538,88631,165422
six half terms,201415,regional,E92000001,England,E12000004,East Midlands,,,,Pupil Referral Unit,19,3070,423708,108002,63294,44708,25.5,14.9,10.6,2020,65.8,13637,3537,35,1441,59,233,.,3730,31185,53857,728,655,42659,299,44341,98198
six half terms,201415,regional,E92000001,England,E12000005,West Midlands,,,,Pupil Referral Unit,40,3595,760186,247855,157804,90051,32.6,20.8,11.8,2645,73.6,32786,5260,132,2300,122,895,.,8703,107602,157800,925,2753,78911,7456,90045,247845
six half terms,201415,regional,E92000001,England,E12000006,East of England,,,,Pupil Referral Unit,40,3615,739134,256741,170042,86699,34.7,23,11.7,2710,74.9,32578,4800,22,2446,342,785,.,10108,118482,169563,984,3786,81457,471,86698,256261
six half terms,201415,regional,E92000001,England,E12000008,South East,,,,Pupil Referral Unit,53,5210,941206,345854,221961,123893,36.7,23.6,13.2,3890,74.6,39925,9246,68,5682,797,529,.,9205,156300,221752,1084,4631,117647,345,123707,345459
six half terms,201415,regional,E92000001,England,E12000009,South West,,,,Pupil Referral Unit,36,4375,656370,237889,167686,70203,36.2,25.5,10.7,3325,76,33995,5022,56,1489,33,584,.,7450,119057,167686,600,3159,64173,2271,70203,237889
six half terms,201415,regional,E92000001,England,E13000001,Inner London,,,,Pupil Referral Unit,28,2950,529493,136631,48436,88195,25.8,9.1,16.7,1845,62.5,17698,3483,81,2407,38,231,.,6304,17424,47666,675,5386,79474,1526,87061,134727
six half terms,201415,regional,E92000001,England,E13000002,Outer London,,,,Pupil Referral Unit,32,3845,763094,217622,109363,108259,28.5,14.3,14.2,2580,67.1,36853,5832,88,2073,93,468,.,10580,53376,109363,1270,7957,96556,2476,108259,217622
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Pupil Referral Unit,4,106,24942,5785,1877,3908,23.2,7.5,15.7,67,63.2,1002,111,7,13,0,3,.,252,489,1877,22,1181,2455,250,3908,5785
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Pupil Referral Unit,1,150,35945,7292,3441,3851,20.3,9.6,10.7,88,58.7,2325,364,7,1,0,32,.,188,524,3441,6,1,3718,126,3851,7292
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Pupil Referral Unit,1,220,45748,12184,5056,7128,26.6,11.1,15.6,122,55.5,1770,245,3,48,0,28,.,748,2214,5056,6,234,6888,0,7128,12184
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Pupil Referral Unit,3,214,55596,7926,3394,4532,14.3,6.1,8.2,104,48.6,1679,217,13,101,0,33,.,259,1092,3394,63,205,4187,77,4532,7926
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Pupil Referral Unit,4,156,36965,13234,5692,7542,35.8,15.4,20.4,118,75.6,1612,234,0,668,0,36,.,1134,2008,5692,28,1043,6460,11,7542,13234
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Pupil Referral Unit,1,89,21278,1903,689,1214,8.9,3.2,5.7,26,29.2,332,52,2,0,0,0,.,128,175,689,21,0,1193,0,1214,1903
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Pupil Referral Unit,2,250,53944,12786,5475,7311,23.7,10.1,13.6,153,61.2,1766,334,3,0,0,36,.,797,2539,5475,42,1052,6217,0,7311,12786
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Pupil Referral Unit,1,256,50539,18344,3830,14514,36.3,7.6,28.7,187,73,1240,236,0,4,0,12,.,0,2332,3824,56,17,13933,494,14500,18324
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Pupil Referral Unit,1,141,28722,9535,2463,7072,33.2,8.6,24.6,97,68.8,584,97,0,298,0,4,.,767,713,2463,0,1014,6048,10,7072,9535
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Pupil Referral Unit,2,351,53910,15831,6083,9748,29.4,11.3,18.1,264,75.2,2913,363,10,861,38,21,.,716,1161,6083,66,170,9510,2,9748,15831
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Pupil Referral Unit,3,538,45203,12376,3983,8393,27.4,8.8,18.6,303,56.3,1511,933,2,0,0,29,.,16,1492,3983,148,1,8244,0,8393,12376
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Pupil Referral Unit,1,84,21450,4844,1473,3371,22.6,6.9,15.7,63,75,700,110,10,20,0,0,.,248,385,1473,85,3,2602,681,3371,4844
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Pupil Referral Unit,1,396,66939,24416,10226,14190,36.5,15.3,21.2,275,69.4,2371,436,0,298,0,9,.,16,7096,10226,31,76,13987,96,14190,24416
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Pupil Referral Unit,2,224,38345,15389,10313,5076,40.1,26.9,13.2,180,80.4,1765,134,8,42,0,81,.,312,7971,10313,4,517,4555,0,5076,15389
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Pupil Referral Unit,1,229,53267,11615,4046,7569,21.8,7.6,14.2,157,68.6,2483,482,0,20,0,12,.,743,306,4046,239,96,7232,2,7569,11615
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Pupil Referral Unit,2,114,25580,5657,3320,2337,22.1,13,9.1,77,67.5,1168,593,10,34,0,0,.,780,735,3320,52,59,2186,40,2337,5657
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Pupil Referral Unit,2,220,52882,8310,5198,3112,15.7,9.8,5.9,117,53.2,2912,500,2,29,0,16,.,507,1232,5198,106,143,2861,2,3112,8310
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Pupil Referral Unit,4,553,108107,40854,23640,17214,37.8,21.9,15.9,398,72,4831,771,6,479,0,177,.,2597,14779,23640,236,1876,14957,145,17214,40854
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Pupil Referral Unit,2,168,26782,7520,3865,3655,28.1,14.4,13.6,119,70.8,819,275,12,294,0,29,.,221,2215,3865,55,158,3442,0,3655,7520
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Pupil Referral Unit,1,145,33774,7569,2816,4753,22.4,8.3,14.1,85,58.6,717,126,2,181,0,36,.,548,1206,2816,0,0,4294,459,4753,7569
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Pupil Referral Unit,2,228,44015,5188,2555,2633,11.8,5.8,6,83,36.4,558,147,0,7,0,29,.,642,645,2028,29,35,2099,1,2164,4192
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Pupil Referral Unit,2,212,41300,11293,3788,7505,27.3,9.2,18.2,138,65.1,1362,214,12,30,0,32,.,1117,1021,3788,53,1005,5686,761,7505,11293
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Pupil Referral Unit,1,177,35127,16092,9277,6815,45.8,26.4,19.4,147,83.1,6692,331,0,98,0,2,.,673,1481,9277,56,677,6081,1,6815,16092
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Pupil Referral Unit,1,187,30550,7755,3713,4042,25.4,12.2,13.2,104,55.6,1150,137,2,186,0,0,.,222,2016,3713,0,373,3625,44,4042,7755
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Pupil Referral Unit,1,155,37409,8710,5497,3213,23.3,14.7,8.6,104,67.1,2114,425,0,2,0,30,.,408,2518,5497,76,2,3132,3,3213,8710
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Pupil Referral Unit,1,77,12370,3583,1663,1920,29,13.4,15.5,59,76.6,475,119,0,234,0,8,.,0,827,1663,10,316,1573,21,1920,3583
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Pupil Referral Unit,1,154,34651,3961,1855,2106,11.4,5.4,6.1,59,38.3,894,70,0,23,93,0,.,358,417,1855,0,126,1980,0,2106,3961
six half terms,201415,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Pupil Referral Unit,3,319,47181,16695,5866,10829,35.4,12.4,23,257,80.6,2031,404,31,387,0,0,.,597,2179,5629,109,431,9638,0,10178,15807
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Pupil Referral Unit,4,115,23340,7382,2966,4416,31.6,12.7,18.9,94,81.7,1031,192,13,0,0,4,.,512,1214,2966,12,623,3720,61,4416,7382
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Pupil Referral Unit,2,208,46128,15743,9191,6552,34.1,19.9,14.2,171,82.2,2430,388,2,63,0,0,.,598,5710,9191,120,1212,5219,1,6552,15743
six half terms,201415,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Pupil Referral Unit,3,363,60598,14481,4548,9933,23.9,7.5,16.4,210,57.9,1314,275,12,59,0,0,.,780,2108,4548,214,697,8308,714,9933,14481
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Pupil Referral Unit,5,1054,224451,81053,51263,29790,36.1,22.8,13.3,837,79.4,8387,1191,108,121,1,95,.,1865,39493,51261,354,798,22391,6241,29784,81045
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Pupil Referral Unit,3,105,16999,6072,3618,2454,35.7,21.3,14.4,80,76.2,949,134,0,0,0,96,.,72,2365,3616,0,0,2454,0,2454,6070
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Pupil Referral Unit,2,208,32937,12995,10760,2235,39.5,32.7,6.8,192,92.3,1880,430,1,0,0,6,.,101,8342,10760,35,365,1834,1,2235,12995
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Pupil Referral Unit,3,377,75565,25050,17669,7381,33.2,23.4,9.8,275,72.9,3800,766,4,645,11,61,.,799,11583,17669,209,113,7059,0,7381,25050
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Pupil Referral Unit,3,110,30184,4468,3131,1337,14.8,10.4,4.4,55,50,1800,74,4,2,0,64,.,257,930,3131,12,13,1309,3,1337,4468
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Pupil Referral Unit,2,148,39444,13974,4323,9651,35.4,11,24.5,119,80.4,1381,332,2,0,0,0,.,280,2328,4323,28,96,9500,27,9651,13974
six half terms,201415,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Pupil Referral Unit,4,279,72167,27660,18751,8909,38.3,26,12.3,224,80.3,3024,785,0,0,56,128,.,2351,12407,18751,91,0,8761,57,8909,27660
six half terms,201415,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Pupil Referral Unit,1,147,40776,8104,2948,5156,19.9,7.2,12.6,85,57.8,1082,192,0,0,0,0,.,250,1424,2948,156,9,4467,524,5156,8104
six half terms,201415,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Pupil Referral Unit,4,405,69336,12250,6309,5941,17.7,9.1,8.6,255,63,3331,623,4,0,4,95,.,1202,1050,6309,42,19,5873,7,5941,12250
six half terms,201415,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Pupil Referral Unit,2,288,65003,27379,15439,11940,42.1,23.8,18.4,242,84,3587,394,0,48,0,17,.,624,10769,15439,158,0,11750,32,11940,27379
six half terms,201415,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Pupil Referral Unit,2,203,44524,13429,4627,8802,30.2,10.4,19.8,147,72.4,1568,383,0,0,0,93,.,231,2352,4627,26,144,8627,5,8802,13429
six half terms,201415,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Pupil Referral Unit,2,244,28377,10742,2707,8035,37.9,9.5,28.3,204,83.6,1913,176,0,0,0,0,.,124,494,2707,68,1051,6914,2,8035,10742
six half terms,201415,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Pupil Referral Unit,4,285,52287,19871,16450,3421,38,31.5,6.5,193,67.7,3249,480,0,21,0,244,.,150,12306,16450,12,0,3321,88,3421,19871
six half terms,201415,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Pupil Referral Unit,4,163,27382,6759,3413,3346,24.7,12.5,12.2,113,69.3,914,126,2,0,0,32,.,464,525,2063,28,247,1564,0,1839,3902
six half terms,201415,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Pupil Referral Unit,2,527,132622,44529,24133,20396,33.6,18.2,15.4,407,77.2,5192,764,12,24,32,5,.,3175,14929,24133,38,2479,17735,144,20396,44529
six half terms,201415,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Pupil Referral Unit,1,132,24833,8484,6272,2212,34.2,25.3,8.9,95,72,349,47,14,0,0,0,.,82,1102,1594,10,0,632,0,642,2236
six half terms,201415,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Pupil Referral Unit,1,185,36504,18711,9530,9181,51.3,26.1,25.2,164,88.6,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0
six half terms,201415,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Pupil Referral Unit,4,238,44055,11778,6965,4813,26.7,15.8,10.9,147,61.8,2068,384,18,67,0,70,.,253,4105,6965,28,12,4773,0,4813,11778
six half terms,201415,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Pupil Referral Unit,3,179,38265,16090,8697,7393,42,22.7,19.3,153,85.5,2288,398,6,279,0,26,.,192,5508,8697,49,409,6931,4,7393,16090
six half terms,201415,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Pupil Referral Unit,1,156,40155,21477,7124,14353,53.5,17.7,35.7,150,96.2,2048,272,3,1,0,40,.,1310,3450,7124,85,1050,11367,1851,14353,21477
six half terms,201415,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Pupil Referral Unit,2,122,18906,9341,7329,2012,49.4,38.8,10.6,98,80.3,1206,142,0,26,0,32,.,109,5814,7329,0,9,1987,16,2012,9341
six half terms,201415,local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Pupil Referral Unit,2,379,42543,12841,4580,8261,30.2,10.8,19.4,264,69.7,1370,388,0,796,0,36,.,870,1120,4580,77,486,7682,16,8261,12841
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Pupil Referral Unit,1,149,31938,8870,5859,3011,27.8,18.3,9.4,104,69.8,954,492,0,21,0,21,.,45,4326,5859,93,0,2918,0,3011,8870
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Pupil Referral Unit,3,269,52605,8936,5270,3666,17,10,7,143,53.2,1982,493,0,19,0,19,.,348,2409,5270,125,16,3493,32,3666,8936
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Pupil Referral Unit,2,201,45216,18694,9695,8999,41.3,21.4,19.9,177,88.1,3148,564,0,38,16,68,.,1568,4293,9695,101,13,8885,0,8999,18694
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Pupil Referral Unit,1,218,52003,13974,5932,8042,26.9,11.4,15.5,164,75.2,1746,199,6,0,0,0,.,88,3893,5932,280,1,6679,1082,8042,13974
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Pupil Referral Unit,5,494,104761,31501,11896,19605,30.1,11.4,18.7,320,64.8,3470,531,54,895,2,45,.,733,6166,11896,299,355,13006,5945,19605,31501
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Pupil Referral Unit,1,99,23670,6218,1788,4430,26.3,7.6,18.7,64,64.6,1058,159,16,0,0,34,.,202,319,1788,0,0,4430,0,4430,6218
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Pupil Referral Unit,3,202,27073,5779,3816,1963,21.3,14.1,7.3,119,58.9,1387,305,11,6,0,26,.,248,1833,3816,32,7,1918,6,1963,5779
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Pupil Referral Unit,4,253,49908,13652,5837,7815,27.4,11.7,15.7,168,66.4,2516,264,6,69,0,6,.,575,2401,5837,120,34,7394,267,7815,13652
six half terms,201415,local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Pupil Referral Unit,3,147,34855,13362,4756,8606,38.3,13.6,24.7,124,84.4,2028,333,0,3,0,39,.,525,1828,4756,97,276,8233,0,8606,13362
six half terms,201415,local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Pupil Referral Unit,1,165,33426,18743,13256,5487,56.1,39.7,16.4,144,87.3,1944,264,0,30,0,38,.,387,10593,13256,24,217,5246,0,5487,18743
six half terms,201415,local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Pupil Referral Unit,1,323,84136,15468,5524,9944,18.4,6.6,11.8,154,47.7,1395,231,0,1,1,165,.,281,3450,5524,24,263,8234,1423,9944,15468
six half terms,201415,local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Pupil Referral Unit,1,157,32231,7673,5690,1983,23.8,17.7,6.2,104,66.2,2452,433,0,0,0,0,.,129,2676,5690,0,0,1983,0,1983,7673
six half terms,201415,local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Pupil Referral Unit,1,46,8182,2082,845,1237,25.4,10.3,15.1,23,50,343,46,0,0,0,0,.,101,355,845,10,0,1226,1,1237,2082
six half terms,201415,local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Pupil Referral Unit,4,211,48995,13141,8602,4539,26.8,17.6,9.3,136,64.5,3203,379,0,44,0,192,.,326,4458,8602,0,7,4522,10,4539,13141
six half terms,201415,local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Pupil Referral Unit,4,931,91068,57010,50458,6552,62.6,55.4,7.2,895,96.1,4295,492,7,41,0,105,.,510,45008,50458,39,83,6359,71,6552,57010
six half terms,201415,local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Pupil Referral Unit,1,168,47389,18788,14872,3916,39.6,31.4,8.3,143,85.1,2491,263,0,0,0,2,.,1037,11079,14872,100,13,3803,0,3916,18788
six half terms,201415,local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Pupil Referral Unit,1,139,23988,11689,10500,1189,48.7,43.8,5,110,79.1,1240,228,0,0,1,47,.,80,8904,10500,28,6,929,226,1189,11689
six half terms,201415,local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Pupil Referral Unit,1,47,7568,2625,1107,1518,34.7,14.6,20.1,36,76.6,273,82,0,0,0,10,.,114,628,1107,24,79,1415,0,1518,2625
six half terms,201415,local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Pupil Referral Unit,3,260,48237,18444,12558,5886,38.2,26,12.2,220,84.6,1976,540,0,8,0,42,.,528,9464,12558,44,133,5687,22,5886,18444
