time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa10_exact,enrolments_pa10_exact_percent,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201617,national,E92000001,England,,,,,,Pupil Referral Unit,349,40175,7771278,2637752,1488865,1148887,33.9,19.2,14.8,29680,73.9,339006,58094,2056,26366,2262,7759,.,104285,928620,1468448,15528,47969,1046413,22446,1132356,2600804
six half terms,201617,regional,E92000001,England,E12000001,North East,,,,Pupil Referral Unit,19,1975,449222,162077,79610,82467,36.1,17.7,18.4,1585,80.1,19825,4119,22,585,59,509,.,7073,47418,79610,966,2822,76212,2467,82467,162077
six half terms,201617,regional,E92000001,England,E12000002,North West,,,,Pupil Referral Unit,50,6550,1405831,490334,248094,242240,34.9,17.6,17.2,4895,74.7,59838,11195,329,3841,538,1412,.,21981,139455,238589,2568,8629,211300,6361,228858,467447
six half terms,201617,regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Pupil Referral Unit,37,3540,774480,228022,107124,120898,29.4,13.8,15.6,2445,69.1,34119,5515,328,732,113,982,.,9114,56207,107110,2504,1918,115071,1405,120898,228008
six half terms,201617,regional,E92000001,England,E12000004,East Midlands,,,,Pupil Referral Unit,22,3380,382264,102007,55072,46935,26.7,14.4,12.3,2405,71.2,12692,2100,72,2679,38,339,.,3949,25110,46979,1103,2379,43090,239,46811,93790
six half terms,201617,regional,E92000001,England,E12000005,West Midlands,,,,Pupil Referral Unit,41,4165,918895,319899,190683,129216,34.8,20.8,14.1,3130,75.1,43395,6124,430,2330,2,930,.,11837,125635,190683,1884,3988,118405,4939,129216,319899
six half terms,201617,regional,E92000001,England,E12000006,East of England,,,,Pupil Referral Unit,39,3620,815024,312848,214898,97950,38.4,26.4,12,2860,79,35780,5590,113,4392,340,716,.,13892,153630,214453,1332,5372,90355,560,97619,312072
six half terms,201617,regional,E92000001,England,E12000008,South East,,,,Pupil Referral Unit,46,5105,1024348,394139,243627,150512,38.5,23.8,14.7,3945,77.2,44380,8672,83,5989,262,673,.,11349,172113,243521,1844,5417,142182,1054,150497,394018
six half terms,201617,regional,E92000001,England,E12000009,South West,,,,Pupil Referral Unit,34,4600,751493,277859,201761,76098,37,26.8,10.1,3665,79.6,42057,6202,44,769,757,984,.,9108,141840,201761,1168,3315,69495,2120,76098,277859
six half terms,201617,regional,E92000001,England,E13000001,Inner London,,,,Pupil Referral Unit,29,3315,540780,146786,57188,89598,27.1,10.6,16.6,2090,63,18149,3896,368,2113,27,646,.,8843,21523,55565,1058,3410,82163,383,87014,142579
six half terms,201617,regional,E92000001,England,E13000002,Outer London,,,,Pupil Referral Unit,32,3925,708941,203781,90808,112973,28.7,12.8,15.9,2670,68,28771,4681,267,2936,126,568,.,7139,45689,90177,1101,10719,98140,2918,112878,203055
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Pupil Referral Unit,4,113,26826,7079,2163,4916,26.4,8.1,18.3,85,75.2,1266,119,30,0,0,153,.,128,467,2163,14,504,4357,41,4916,7079
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Pupil Referral Unit,1,162,39622,9453,3261,6192,23.9,8.2,15.6,109,67.3,2047,308,13,96,0,81,.,94,622,3261,28,0,6164,0,6192,9453
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Pupil Referral Unit,2,266,51667,13368,4949,8419,25.9,9.6,16.3,165,62,1758,417,24,10,26,36,.,1128,1550,4949,0,0,8418,1,8419,13368
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Pupil Referral Unit,3,184,45248,14157,6453,7704,31.3,14.3,17,130,70.7,1566,263,78,723,0,36,.,1380,2407,6453,210,545,6890,59,7704,14157
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Pupil Referral Unit,4,251,49004,12893,7184,5709,26.3,14.7,11.7,113,45,1807,361,12,292,0,38,.,1197,3477,7184,63,302,5321,23,5709,12893
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Pupil Referral Unit,1,107,21033,3592,1320,2272,17.1,6.3,10.8,52,48.6,296,40,8,408,0,102,.,232,234,1320,0,0,2272,0,2272,3592
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Pupil Referral Unit,2,198,45352,13335,6262,7073,29.4,13.8,15.6,137,69.2,1776,219,18,311,0,95,.,1036,2807,6262,22,1172,5867,12,7073,13335
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Pupil Referral Unit,1,221,41251,13346,4929,8417,32.4,11.9,20.4,168,76,717,148,2,72,0,0,.,4,3986,4929,138,4,8270,5,8417,13346
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Pupil Referral Unit,1,176,37286,9314,3185,6129,25,8.5,16.4,119,67.6,671,163,4,151,0,0,.,1134,1062,3185,54,519,5552,4,6129,9314
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Pupil Referral Unit,2,338,54903,16005,4317,11688,29.2,7.9,21.3,244,72.2,2261,322,0,59,1,41,.,659,974,4317,200,0,11488,0,11688,16005
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Pupil Referral Unit,3,602,49732,13487,4305,9182,27.1,8.7,18.5,331,55,1676,873,26,0,0,58,.,7,1665,4305,11,0,9170,1,9182,13487
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Pupil Referral Unit,1,126,24336,5805,1476,4329,23.9,6.1,17.8,74,58.7,828,84,48,1,0,2,.,367,146,1476,52,0,4079,198,4329,5805
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Pupil Referral Unit,1,386,67201,15894,4899,10995,23.7,7.3,16.4,212,54.9,2293,540,13,132,0,26,.,437,1458,4899,141,214,10269,371,10995,15894
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Pupil Referral Unit,2,272,41095,17117,10912,6205,41.7,26.6,15.1,200,73.5,1900,181,18,360,6,121,.,185,8141,10912,17,1640,4423,125,6205,17117
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Pupil Referral Unit,1,135,22160,4645,917,3728,21,4.1,16.8,84,62.2,455,116,0,0,0,0,.,195,151,917,4,757,2964,3,3728,4645
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Pupil Referral Unit,2,118,22954,5396,2810,2586,23.5,12.2,11.3,78,66.1,1139,284,39,0,0,42,.,639,667,2810,12,389,2060,125,2586,5396
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Pupil Referral Unit,3,260,53793,9795,4843,4952,18.2,9,9.2,149,57.3,2317,404,4,245,0,10,.,304,928,4212,164,277,4399,17,4857,9069
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Pupil Referral Unit,4,554,79191,35214,19090,16124,44.5,24.1,20.4,494,89.2,3390,562,16,678,2,32,.,770,13640,19090,173,2359,12801,791,16124,35214
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Pupil Referral Unit,2,192,30750,7323,3969,3354,23.8,12.9,10.9,130,67.7,1315,269,38,762,14,12,.,181,1378,3969,2,396,2810,146,3354,7323
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Pupil Referral Unit,1,141,35316,10607,4754,5853,30,13.5,16.6,101,71.6,681,137,20,411,19,0,.,638,2848,4754,20,75,5753,5,5853,10607
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Pupil Referral Unit,2,253,35950,8663,3670,4993,24.1,10.2,13.9,149,58.9,677,211,10,0,0,85,.,664,400,2047,64,195,2149,1,2409,4456
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Pupil Referral Unit,2,277,45230,14300,5062,9238,31.6,11.2,20.4,200,72.2,1644,181,35,6,0,82,.,1130,1984,5062,20,1585,6864,769,9238,14300
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Pupil Referral Unit,1,83,12695,4392,2155,2237,34.6,17,17.6,78,94,637,70,4,55,0,0,.,118,1271,2155,22,32,2136,47,2237,4392
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Pupil Referral Unit,1,203,30313,6429,1080,5349,21.2,3.6,17.6,72,35.5,665,129,6,60,53,0,.,16,151,1080,34,0,5256,59,5349,6429
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Pupil Referral Unit,1,204,47360,11263,4870,6393,23.8,10.3,13.5,124,60.8,1653,185,17,10,0,79,.,484,2442,4870,142,10,6159,82,6393,11263
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Pupil Referral Unit,1,101,17030,4938,1957,2981,29,11.5,17.5,85,84.2,726,123,0,3,0,12,.,20,1073,1957,6,466,2509,0,2981,4938
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Pupil Referral Unit,1,161,26868,7561,2540,5021,28.1,9.5,18.7,119,73.9,1183,108,6,58,6,4,.,287,888,2540,1,190,4830,0,5021,7561
six half terms,201617,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Pupil Referral Unit,3,481,58192,15742,6975,8767,27.1,12,15.1,322,66.9,2850,676,108,86,0,0,.,907,2348,6975,230,169,8330,38,8767,15742
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Pupil Referral Unit,3,146,28950,9960,3815,6145,34.4,13.2,21.2,110,75.3,1001,249,16,4,0,12,.,428,2105,3815,18,364,5387,376,6145,9960
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Pupil Referral Unit,2,264,58928,19499,10315,9184,33.1,17.5,15.6,202,76.5,4231,439,6,56,26,55,.,761,4741,10315,239,1280,7665,0,9184,19499
six half terms,201617,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Pupil Referral Unit,3,265,49485,9995,3559,6436,20.2,7.2,13,121,45.7,1494,396,16,0,0,0,.,452,1201,3559,58,685,5691,2,6436,9995
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Pupil Referral Unit,7,1190,267450,86061,47379,38682,32.2,17.7,14.5,838,70.4,10481,1308,346,614,0,235,.,3696,30699,47379,668,776,36608,630,38682,86061
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Pupil Referral Unit,2,322,71829,24834,6315,18519,34.6,8.8,25.8,224,69.6,2947,595,4,18,0,39,.,156,2556,6315,2,160,14575,3782,18519,24834
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Pupil Referral Unit,2,198,36243,14512,12417,2095,40,34.3,5.8,180,90.9,2148,515,2,0,0,38,.,299,9415,12417,87,197,1807,4,2095,14512
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Pupil Referral Unit,3,342,83970,32956,20803,12153,39.2,24.8,14.5,298,87.1,8833,805,21,420,0,9,.,1117,9598,20803,333,312,11479,29,12153,32956
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Pupil Referral Unit,3,138,39299,7805,4229,3576,19.9,10.8,9.1,89,64.5,2029,262,6,52,0,24,.,369,1487,4229,150,502,2924,0,3576,7805
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Pupil Referral Unit,2,233,58149,26186,9083,17103,45,15.6,29.4,198,85,1704,265,8,3,0,36,.,1080,5987,9083,137,841,16113,12,17103,26186
six half terms,201617,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Pupil Referral Unit,4,264,58410,20676,12980,7696,35.4,22.2,13.2,198,75,1994,409,2,0,0,32,.,1276,9267,12980,102,8,7567,19,7696,20676
six half terms,201617,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Pupil Referral Unit,1,157,40757,9346,3855,5491,22.9,9.5,13.5,105,66.9,1123,393,0,0,0,0,.,311,2028,3855,270,44,4888,289,5491,9346
six half terms,201617,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Pupil Referral Unit,3,434,82995,17996,7536,10460,21.7,9.1,12.6,312,71.9,4062,595,2,0,0,218,.,1577,1082,7536,142,40,6708,3570,10460,17996
six half terms,201617,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Pupil Referral Unit,2,281,69324,28910,13915,14995,41.7,20.1,21.6,236,84,3867,336,0,16,0,8,.,312,9376,13915,67,0,14915,13,14995,28910
six half terms,201617,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Pupil Referral Unit,2,197,41250,14129,5903,8226,34.3,14.3,19.9,150,76.1,1450,655,0,0,0,62,.,470,3266,5903,8,247,7971,0,8226,14129
six half terms,201617,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Pupil Referral Unit,1,145,37838,15496,3406,12090,41,9,32,115,79.3,2295,265,0,0,0,10,.,482,354,3406,84,735,11263,8,12090,15496
six half terms,201617,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Pupil Referral Unit,3,269,58543,24517,19669,4848,41.9,33.6,8.3,197,73.2,2518,1044,8,0,0,120,.,375,15604,19669,0,6,4553,289,4848,24517
six half terms,201617,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Pupil Referral Unit,2,170,34541,9993,2980,7013,28.9,8.6,20.3,126,74.1,1014,153,8,0,0,28,.,928,849,2980,69,465,6479,0,7013,9993
six half terms,201617,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Pupil Referral Unit,2,709,174523,56815,30897,25918,32.6,17.7,14.9,540,76.2,6465,1004,91,332,6,108,.,4343,18548,30897,205,3699,21796,218,25918,56815
six half terms,201617,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Pupil Referral Unit,1,149,28964,14822,10462,4360,51.2,36.1,15.1,128,85.9,1627,331,32,0,0,38,.,985,7449,10462,21,0,4333,6,4360,14822
six half terms,201617,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Pupil Referral Unit,1,201,45865,22887,9505,13382,49.9,20.7,29.2,170,84.6,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0
six half terms,201617,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Pupil Referral Unit,4,263,53686,16285,8341,7944,30.3,15.5,14.8,166,63.1,2508,333,2,213,0,30,.,268,4987,8341,70,51,7802,21,7944,16285
six half terms,201617,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Pupil Referral Unit,2,219,43437,19486,8863,10623,44.9,20.4,24.5,189,86.3,2123,450,0,75,0,83,.,329,5803,8863,89,293,10118,123,10623,19486
six half terms,201617,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Pupil Referral Unit,1,182,37958,20364,8464,11900,53.6,22.3,31.4,170,93.4,1092,153,0,349,0,2,.,1577,5291,8464,87,183,11531,99,11900,20364
six half terms,201617,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Pupil Referral Unit,2,162,32002,13744,7774,5970,42.9,24.3,18.7,132,81.5,1905,232,0,249,0,4,.,78,5306,7774,6,652,5308,4,5970,13744
six half terms,201617,local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Pupil Referral Unit,1,231,51474,23115,7596,15519,44.9,14.8,30.1,187,81,1788,546,0,816,0,0,.,1231,3215,7596,150,565,14759,45,15519,23115
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Pupil Referral Unit,1,162,35987,11772,4864,6908,32.7,13.5,19.2,129,79.6,1297,358,0,2,0,0,.,35,3172,4864,66,207,6634,1,6908,11772
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Pupil Referral Unit,3,299,72590,19309,12875,6434,26.6,17.7,8.9,206,68.9,3240,630,0,3,0,44,.,1334,7624,12875,275,75,6062,22,6434,19309
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Pupil Referral Unit,2,186,47647,17065,7249,9816,35.8,15.2,20.6,142,76.3,2034,292,2,30,0,92,.,843,3956,7249,64,0,9751,1,9816,17065
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Pupil Referral Unit,1,335,89896,30132,8279,21853,33.5,9.2,24.3,280,83.6,3073,431,54,0,0,0,.,112,4609,8279,1470,0,19798,585,21853,30132
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Pupil Referral Unit,5,476,98999,26347,14107,12240,26.6,14.2,12.4,307,64.5,4237,546,225,17,0,205,.,835,8042,14107,132,253,11797,58,12240,26347
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Pupil Referral Unit,1,102,28035,10319,3855,6464,36.8,13.8,23.1,86,84.3,1561,269,22,226,1,18,.,728,1030,3855,8,1,6455,0,6464,10319
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Pupil Referral Unit,3,185,34565,12277,8684,3593,35.5,25.1,10.4,136,73.5,4812,342,20,4,0,68,.,286,3138,8670,62,1,3529,1,3593,12263
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Pupil Referral Unit,1,127,21697,3946,1472,2474,18.2,6.8,11.4,64,50.4,753,132,2,0,0,0,.,323,262,1472,40,0,2008,426,2474,3946
six half terms,201617,local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Pupil Referral Unit,3,204,47128,18001,7705,10296,38.2,16.3,21.8,171,83.8,1833,373,0,12,0,82,.,577,4828,7705,118,45,10133,0,10296,18001
